cik,accession_nr,filing_date
1283072,128307225000002,2025-05-14
1290668,129066824000002,2024-05-07
1290668,129066824000004,2024-08-08
1290668,129066824000006,2024-11-05
1290668,129066825000001,2025-02-10
1290668,129066825000002,2025-05-06
1303042,108514624002310,2024-05-08
1303042,108514624003622,2024-08-09
1303042,108514624005662,2024-11-13
1303042,108514625000923,2025-02-10
1303042,108514625002657,2025-05-06
1305841,117266124002309,2024-05-14
1305841,117266124003326,2024-08-13
1305841,117266124004644,2024-11-13
1305841,117266125000806,2025-02-13
1305841,117266125001908,2025-05-14
1315478,131547824000030,2024-05-13
1315478,131547824000032,2024-08-14
1315478,131547824000048,2024-11-12
1315478,131547825000003,2025-02-13
1315478,131547825000012,2025-05-14
1316507,108514624002319,2024-05-08
1316507,108514624003250,2024-07-25
1316507,108514624005402,2024-11-07
1316507,108514625000482,2025-01-24
1316507,108514625002415,2025-04-29
1323255,132325524000010,2024-05-14
1323255,132325524000014,2024-08-14
1323255,132325524000020,2024-11-14
1323255,132325525000003,2025-02-13
1323255,132325525000015,2025-05-14
1333986,153215524000102,2024-05-14
1333986,153215524000114,2024-08-14
1333986,153215524000158,2024-11-14
1333986,153215525000044,2025-02-12
1333986,153215525000072,2025-05-13
1335644,108514624002476,2024-05-14
1335644,108514624003842,2024-08-14
1335644,108514624005595,2024-11-13
1335644,108514625001198,2025-02-13
1335644,108514625002858,2025-05-09
1336528,117266124002519,2024-05-15
1336528,117266124003511,2024-08-14
1336528,117266124005218,2024-11-14
1336528,117266125001119,2025-02-14
1336528,117266125001497,2025-04-16
1336528,117266125002315,2025-05-15
1350694,117266124002257,2024-05-14
1350694,117266124003581,2024-08-14
1350694,117266124004671,2024-11-13
1350694,117266125000823,2025-02-13
1350694,117266125001828,2025-05-14
1351917,117891324001685,2024-05-13
1351917,117891324002554,2024-08-13
1351917,117891324003703,2024-11-14
1351917,117891325000475,2025-02-13
1351917,117891325001752,2025-05-13
1351991,114036124025811,2024-05-14
1351991,114036124036520,2024-08-09
1351991,114036124046289,2024-11-13
1351991,114036125004181,2025-02-13
1351991,114036125018466,2025-05-13
1352187,139834424009670,2024-05-15
1352187,139834424014602,2024-08-14
1352187,139834424020717,2024-11-14
1352187,139834425002780,2025-02-14
1352187,139834425009622,2025-05-15
1361974,136197424000008,2024-05-14
1361974,136197424000009,2024-08-13
1361974,136197424000011,2024-11-13
1361974,136197425000005,2025-02-12
1361974,136197425000008,2025-05-14
1375534,117266124002253,2024-05-14
1375534,117266124003310,2024-08-13
1375534,117266124004888,2024-11-14
1375534,117266125001001,2025-02-14
1375534,117266125002407,2025-05-15
1376113,139834424009500,2024-05-14
1376113,139834424014450,2024-08-13
1376113,139834424020485,2024-11-12
1376113,139834425002624,2025-02-13
1376113,139834425008194,2025-04-30
1389426,199937124005962,2024-05-13
1389426,199937124010026,2024-08-13
1389426,199937124014625,2024-11-13
1389426,199937125001622,2025-02-14
1389426,199937125006071,2025-05-14
1393818,95012324005633,2024-05-15
1393818,95012324008646,2024-08-14
1393818,95012324011779,2024-11-14
1393818,95012325002770,2025-02-14
1393818,95012325005761,2025-05-15
1396318,139631825000015,2025-05-12
1396318,95012324004803,2024-05-14
1396318,95012324008415,2024-08-14
1396318,95012324011472,2024-11-14
1396318,95012325002217,2025-02-14
1398318,139831824000007,2024-05-13
1398318,139831824000008,2024-08-05
1398318,139831824000011,2024-10-04
1398318,139831825000001,2025-02-03
1398318,139831825000003,2025-04-15
1398739,139873924000006,2024-05-15
1398739,139873924000009,2024-08-14
1398739,139873924000014,2024-11-14
1398739,139873925000006,2025-02-28
1398739,139873925000011,2025-05-13
1411530,95012324006868,2024-07-30
1411530,95012324009729,2024-10-17
1411530,95012325000621,2025-01-28
1411530,95012325003781,2025-04-28
1411530,95012325006259,2025-07-10
1423442,142344224000002,2024-05-13
1423442,142344224000010,2024-08-14
1423442,142344224000011,2024-11-12
1423442,142344225000001,2025-02-12
1423442,142344225000003,2025-05-13
1425851,114036124026253,2024-05-15
1425851,114036124035138,2024-07-31
1425851,114036124046937,2024-11-14
1425851,114036125004824,2025-02-14
1425851,114036125019296,2025-05-15
1426092,108514624002467,2024-05-14
1426092,108514624003806,2024-08-13
1426092,108514624005651,2024-11-13
1426092,108514625001334,2025-02-13
1426092,108514625003163,2025-05-14
1450701,145070124000004,2024-05-15
1450701,145070124000006,2024-08-14
1450701,145070124000007,2024-11-13
1450701,145070125000001,2025-02-14
1450701,145070125000004,2025-04-22
1450701,206214225000002,2025-08-04
1454027,145402724000002,2024-05-14
1454027,145402724000003,2024-08-14
1454027,145402724000006,2024-11-14
1454027,145402725000001,2025-02-14
1454027,145402725000002,2025-05-15
1456670,91228224000768,2024-11-12
1456670,91228225000140,2025-02-12
1456670,91228225000535,2025-05-15
1456670,95012324003256,2024-04-12
1456670,95012324006384,2024-07-05
1463217,137231224000005,2024-11-12
1463217,146321724000003,2024-05-15
1463217,146321724000005,2024-08-14
1463217,146321725000001,2025-02-13
1463217,146321725000003,2025-05-13
1463559,112329224000126,2024-05-15
1463559,112329224000218,2024-08-13
1463559,112329224000330,2024-11-05
1463559,112329225000033,2025-02-03
1463559,112329225000206,2025-05-08
14661,110465924059720,2024-05-10
14661,110465924087625,2024-08-09
14661,110465924087879,2024-08-09
14661,110465924117355,2024-11-13
14661,110465925011961,2025-02-12
14661,110465925048255,2025-05-14
1475597,147559724000008,2024-05-13
1475597,147559724000011,2024-08-12
1475597,147559724000018,2024-11-12
1475597,147559725000010,2025-02-14
1475597,147559725000019,2025-05-15
1481045,148104524000004,2024-05-02
1481045,148104524000009,2024-08-07
1481045,148104524000010,2024-11-12
1481045,148104525000002,2025-02-07
1481045,148104525000006,2025-05-13
1481669,148166924000004,2024-05-15
1481669,148166924000005,2024-05-17
1481669,148166924000006,2024-08-14
1481669,148166924000007,2024-11-14
1481669,148166924000008,2024-11-15
1481669,148166925000002,2025-02-14
1481669,148166925000005,2025-05-15
1482880,108514624002238,2024-05-06
1482880,108514624003510,2024-08-05
1482880,108514624005340,2024-11-04
1482880,108514625000573,2025-01-29
1482880,108514625002781,2025-05-08
1483066,108514624002181,2024-05-02
1483066,108514624003538,2024-08-07
1483066,108514624005347,2024-11-04
1483066,108514625000663,2025-01-31
1483066,108514625003041,2025-05-13
1483066,108514625004359,2025-07-31
1483866,117266124002297,2024-05-14
1483866,117266124003328,2024-08-13
1483866,117266124004649,2024-11-13
1483866,117266125000776,2025-02-13
1483866,117266125001882,2025-05-14
1484429,106299324014199,2024-07-31
1484429,106299324017772,2024-10-18
1484429,106299325001698,2025-02-05
1484429,106299325008542,2025-05-06
1484429,106299325012667,2025-07-10
1510387,139834424009706,2024-05-15
1510387,139834424014685,2024-08-14
1510387,139834424020856,2024-11-14
1510387,139834425002899,2025-02-14
1510387,139834425009635,2025-05-15
1510481,108514624003096,2024-07-19
1510481,108514624004737,2024-10-09
1510481,108514625000270,2025-01-16
1510481,108514625002097,2025-04-15
1510481,108514625003615,2025-07-09
1512857,90514824001428,2024-05-15
1512857,90514824002211,2024-08-14
1512857,90514824003131,2024-11-14
1512857,90514825000632,2025-02-14
1512857,90514825001719,2025-05-15
1529090,152909024000010,2024-05-13
1529090,152909024000013,2024-08-02
1529090,152909024000016,2024-11-14
1529090,152909025000008,2025-02-11
1529090,152909025000012,2025-05-05
1529090,152909025000015,2025-07-29
1529735,162828024023190,2024-05-14
1529735,162828024036931,2024-08-13
1529735,162828024047643,2024-11-13
1529735,162828025005399,2025-02-13
1529735,162828025025471,2025-05-14
1531721,95012324005094,2024-05-14
1531721,95012324008563,2024-08-14
1531721,95012324011622,2024-11-14
1531721,95012325002424,2025-02-14
1531721,95012325005086,2025-05-14
1534653,153465324000004,2024-05-13
1534653,153465324000005,2024-08-13
1534653,153465324000008,2024-11-07
1534653,153465325000002,2025-02-10
1534653,153465325000007,2025-05-07
1534866,153486624000006,2024-04-22
1534866,153486624000010,2024-07-19
1534866,153486624000014,2024-10-24
1534866,153486625000002,2025-01-24
1534866,153486625000007,2025-04-21
1534866,153486625000010,2025-07-28
1535602,153560224000005,2024-07-25
1535602,153560224000009,2024-10-21
1535602,153560225000008,2025-01-30
1535602,153560225000010,2025-04-30
1535602,153560225000011,2025-07-16
1537014,108514624002216,2024-05-06
1537014,108514624003497,2024-08-05
1537014,108514624005668,2024-11-13
1537014,108514625000874,2025-02-07
1537014,108514625003088,2025-05-14
1538449,94562124000389,2024-05-06
1538449,94562124000613,2024-08-07
1538449,94562124000863,2024-11-07
1538449,94562125000162,2025-02-12
1538449,94562125000421,2025-05-07
1540569,139834424009596,2024-05-14
1540569,139834424014915,2024-08-19
1540569,139834424020942,2024-11-15
1540569,139834425002748,2025-02-14
1540569,139834425009656,2025-05-15
1542927,92963824001550,2024-04-24
1542927,92963824002696,2024-07-31
1542927,92963824003576,2024-10-24
1542927,92963825000460,2025-01-31
1542927,92963825001776,2025-05-05
1553562,106299324008441,2024-04-16
1553562,106299324013615,2024-07-10
1553562,106299324017995,2024-10-28
1553562,106299325001818,2025-02-07
1553562,106299325009062,2025-05-12
1553562,106299325013013,2025-07-22
1555170,114036124021962,2024-04-25
1555170,114036124033914,2024-07-24
1555170,114036124044001,2024-10-23
1555170,114036125002456,2025-01-30
1555170,114036125016624,2025-04-30
1557017,117266124002108,2024-05-09
1557017,117266124003075,2024-08-05
1557017,117266124004613,2024-11-13
1557017,117266125000727,2025-02-13
1557017,117266125001855,2025-05-14
1558481,89706924001035,2024-05-07
1558481,89706924001618,2024-08-05
1558481,89706924002139,2024-11-12
1558481,89706925000186,2025-02-06
1558481,89706925000898,2025-05-01
1566728,156672824000003,2024-05-07
1566728,156672824000004,2024-08-09
1566728,156672824000005,2024-11-12
1566728,156672825000001,2025-02-05
1566728,156672825000005,2025-05-12
1567755,108514624002130,2024-04-30
1567755,108514624003496,2024-08-05
1567755,108514624005050,2024-10-22
1567755,108514625000667,2025-02-03
1567755,108514625002584,2025-05-05
1569205,152002324000020,2024-05-15
1569205,152002324000030,2024-08-14
1569205,152002324000040,2024-11-14
1569205,152002325000002,2025-02-14
1569205,152002325000003,2025-05-15
1575677,157567724000004,2024-05-06
1575677,157567724000005,2024-08-02
1575677,157567724000010,2024-11-08
1575677,157567725000002,2025-02-03
1575677,157567725000005,2025-04-30
1578621,157862124000004,2024-05-15
1578621,157862124000008,2024-08-14
1578621,157862124000012,2024-11-07
1578621,157862125000007,2025-02-14
1578621,157862125000009,2025-05-15
1587381,91957424003133,2024-05-15
1587381,91957424004578,2024-08-14
1587381,91957424006389,2024-11-13
1587381,91957425001222,2025-02-14
1587381,91957425003092,2025-05-15
1592643,159264324000004,2024-05-15
1592643,159264324000006,2024-08-14
1592643,159264324000008,2024-11-14
1592643,159264325000002,2025-02-14
1592643,159264325000004,2025-05-15
1596800,142632724000004,2024-05-09
1596800,159680024000014,2024-08-09
1596800,159680024000018,2024-11-08
1596800,159680025000003,2025-02-10
1596800,159680025000006,2025-05-12
1599900,108514624002134,2024-04-30
1599900,108514624002982,2024-07-15
1599900,108514624005038,2024-10-21
1599900,108514625000918,2025-02-07
1599900,108514625002275,2025-04-23
1599900,108514625004180,2025-07-25
1600064,160006424000004,2024-05-16
1600064,160006424000005,2024-08-14
1600064,160006424000008,2024-11-25
1600064,160006425000003,2025-02-14
1600064,160006425000007,2025-05-14
1603328,160332824000004,2024-05-07
1603328,160332824000005,2024-08-08
1603328,160332824000009,2024-10-24
1603328,160332825000003,2025-01-23
1603328,160332825000005,2025-05-12
1603465,90266424003619,2024-05-15
1603465,90266424005525,2024-09-16
1603465,90266424006616,2024-11-14
1603465,90266425001051,2025-02-14
1603465,90266425002409,2025-05-15
1607841,95012324005052,2024-05-14
1607841,95012324008510,2024-08-14
1607841,95012324011851,2024-11-14
1607841,95012325002384,2025-02-14
1607841,95012325005241,2025-05-14
1633516,121390024042562,2024-05-14
1633516,121390024069816,2024-08-16
1633516,121390024097991,2024-11-14
1633516,121390025013610,2025-02-13
1633516,121390025043870,2025-05-15
1637541,108514624002416,2024-05-13
1637541,108514624003912,2024-08-14
1637541,108514624005499,2024-11-12
1637541,108514625000963,2025-02-11
1637541,108514625002511,2025-05-01
1646247,164624724000002,2024-05-06
1646247,164624724000003,2024-08-08
1646247,164624724000004,2024-11-13
1646247,164624725000001,2025-02-04
1646247,164624725000004,2025-05-09
1650150,117266124002459,2024-05-15
1650150,117266124003582,2024-08-15
1650150,117266124004928,2024-11-14
1650150,117266125001102,2025-02-14
1650150,117266125002184,2025-05-15
1650290,165029024000004,2024-05-13
1650290,165029024000007,2024-08-12
1650290,165029024000011,2024-11-08
1650290,165029025000002,2025-02-10
1650290,165029025000003,2025-05-08
1661580,166158024000002,2024-05-15
1661580,166158024000010,2024-08-15
1661580,166158024000012,2024-11-12
1661580,166158025000001,2025-02-13
1661580,166158025000005,2025-05-20
1663865,108514624002557,2024-05-15
1663865,108514624003850,2024-08-14
1663865,108514624005815,2024-11-14
1663865,108514625001385,2025-02-14
1663865,108514625003200,2025-05-15
1665198,166519824000002,2024-05-14
1665198,166519824000003,2024-08-14
1665198,166519824000013,2024-11-15
1665198,166519825000003,2025-02-14
1665198,166519825000006,2025-05-19
1665241,108514624002594,2024-05-15
1665241,108514624003989,2024-08-14
1665241,108514624005935,2024-11-14
1665241,108514625001700,2025-02-14
1665241,108514625003305,2025-05-15
1666940,166694024000003,2024-07-25
1666940,166694024000004,2024-10-30
1666940,166694025000002,2025-02-05
1666940,166694025000003,2025-04-17
1666940,166694025000004,2025-07-10
1694164,169416424000005,2024-04-26
1694164,169416424000006,2024-07-26
1694164,169416424000010,2024-10-28
1694164,169416425000001,2025-01-30
1694164,169416425000003,2025-05-05
1694164,169416425000007,2025-08-01
1697723,169772324000003,2024-05-15
1697723,169772324000004,2024-08-12
1697723,169772324000005,2024-11-14
1697723,169772325000001,2025-02-13
1697723,169772325000003,2025-05-06
1697748,110465924048700,2024-04-18
1697748,110465924082900,2024-07-26
1697748,110465924113006,2024-10-31
1697748,110465925009155,2025-02-04
1697748,110465925045396,2025-05-07
1697748,110465925072098,2025-07-30
1698246,139834424014727,2024-08-15
1698246,139834424019200,2024-10-23
1698246,139834425007970,2025-04-29
1698246,139834425009940,2025-05-21
1698246,139834425013039,2025-07-11
1698484,114036124025715,2024-05-13
1698484,114036124035877,2024-08-06
1698484,114036124046085,2024-11-12
1698484,114036125003517,2025-02-07
1698484,114036125018585,2025-05-13
1701879,170187924000002,2024-05-14
1701879,170187924000003,2024-08-13
1701879,170187924000004,2024-11-14
1701879,170187925000001,2025-02-13
1701879,170187925000002,2025-05-20
1704268,101143825000304,2025-05-15
1704268,108514624002655,2024-05-16
1704268,108514624003765,2024-08-13
1704268,108514624005580,2024-11-13
1704268,108514625001478,2025-02-14
1706766,170676624000004,2024-05-15
1706766,170676624000005,2024-08-14
1706766,170676624000008,2024-11-14
1706766,170676625000002,2025-02-14
1706766,170676625000004,2025-05-15
1708828,170882825000015,2025-05-15
1708828,170882825000016,2025-05-15
1708828,170882825000017,2025-05-15
1708828,170882825000018,2025-05-15
1708828,170882825000019,2025-05-15
1717443,171744325000003,2025-02-11
1717443,171744325000004,2025-05-06
1717443,171744325000007,2025-07-23
1723397,172339724000003,2024-05-15
1723397,172339724000005,2024-08-08
1723397,172339724000008,2024-11-14
1723397,172339725000001,2025-02-06
1723397,172339725000004,2025-05-13
1727336,172733624000003,2024-05-02
1727336,172733624000004,2024-07-26
1727336,172733624000005,2024-10-25
1727336,172733625000002,2025-02-05
1727336,172733625000003,2025-05-02
1727336,172733625000004,2025-08-01
1731012,117266124002018,2024-05-06
1731012,117266124003146,2024-08-08
1731012,117266124004516,2024-11-08
1731012,117266125000502,2025-02-05
1731012,117266125001673,2025-05-12
1731509,149315224019427,2024-05-15
1731509,149315224031809,2024-08-14
1731509,149315224045287,2024-11-14
1731509,149315225006623,2025-02-14
1731509,164117225010504,2025-05-15
1736225,173622524000005,2024-05-14
1736225,173622524000008,2024-08-13
1736225,173622524000013,2024-11-12
1736225,173622525000017,2025-02-12
1736225,173622525000021,2025-05-14
1745981,127308724000085,2024-08-14
1745981,127308725000017,2025-02-14
1745981,127308725000020,2025-05-15
1745981,174598124000003,2024-05-15
1745981,174598124000007,2024-11-14
1749768,174976824000011,2024-04-30
1749768,174976824000024,2024-11-06
1749768,174976824000028,2024-11-08
1749768,174976825000039,2025-02-04
1749768,174976825000042,2025-04-29
1758720,117266124002426,2024-05-15
1758720,117266124003430,2024-08-14
1758720,117266124004791,2024-11-14
1758720,117266125000826,2025-02-13
1758720,117266125001881,2025-05-14
1759654,175965424000006,2024-05-14
1759654,175965424000008,2024-08-14
1759654,175965424000010,2024-11-14
1759654,175965425000002,2025-02-14
1759654,175965425000005,2025-05-12
1759760,108514624002494,2024-05-15
1759760,108514624003861,2024-08-14
1759760,108514624005748,2024-11-14
1759760,108514625001626,2025-02-14
1759760,108514625003301,2025-05-15
1761013,117266124002351,2024-05-15
1761013,117266124003413,2024-08-14
1761013,117266124004738,2024-11-14
1761013,117266125000925,2025-02-14
1761013,117266125001764,2025-05-13
1777271,177727124000004,2024-09-05
1777271,177727124000005,2024-11-25
1777271,177727125000001,2025-01-31
1779789,108514624002350,2024-05-09
1779789,108514624003728,2024-08-12
1779789,108514624005723,2024-11-14
1779789,108514625000685,2025-02-03
1779789,108514625003156,2025-05-14
1784547,117266124002444,2024-05-15
1784547,117266124003482,2024-08-14
1784547,117266124004991,2024-11-14
1784547,117266125001092,2025-02-14
1784547,117266125002043,2025-05-15
1791786,101359424000480,2024-05-15
1791786,101359424000660,2024-08-14
1791786,101359424000968,2024-11-14
1791786,101359425000512,2025-04-28
1791786,101359425000678,2025-05-15
1798849,179884924000006,2024-05-15
1798849,179884924000008,2024-08-14
1798849,179884924000012,2024-11-14
1798849,179884925000003,2025-02-14
1798849,179884925000005,2025-05-15
1802539,95012324004288,2024-05-10
1802539,95012324006585,2024-07-16
1802539,95012324010111,2024-10-31
1802539,95012325001525,2025-02-11
1802539,95012325004800,2025-05-13
1802647,158064224002627,2024-05-09
1802647,158064224004489,2024-08-13
1802647,158064224006993,2024-11-15
1802647,158064225000963,2025-02-12
1802647,158064225003111,2025-05-14
1802647,158064225003122,2025-05-15
1830819,183081924000004,2024-05-15
1830819,183081924000006,2024-08-14
1830819,183081924000009,2024-11-13
1830819,183081925000002,2025-02-10
1830819,183081925000006,2025-05-14
1837309,117266124002350,2024-05-15
1837309,117266124003403,2024-08-14
1837309,117266124004785,2024-11-14
1837309,117266125000891,2025-02-14
1837309,117266125002011,2025-05-15
1857666,142284824000319,2024-08-13
1857666,142284825000005,2025-02-13
1857666,1728324000025,2024-11-13
1857666,73281224000012,2024-05-14
1857666,73281225000009,2025-05-12
1889539,188953924000040,2024-08-14
1889539,188953924000054,2024-11-13
1889539,188953925000007,2025-02-11
1889539,188953925000038,2025-05-14
1904893,117266124004385,2024-10-28
1904893,117266124005349,2024-11-20
1904893,117266125000421,2025-01-30
1904893,117266125001688,2025-05-12
1904893,117266125002609,2025-07-16
1908450,90266424003593,2024-05-15
1908450,90266424005127,2024-08-14
1908450,90266424006547,2024-11-14
1908450,90266425000980,2025-02-14
1908450,90266425002349,2025-05-15
1908923,190892324000003,2024-07-15
1908923,190892324000005,2024-10-07
1908923,190892325000001,2025-01-13
1908923,190892325000002,2025-04-09
1908923,190892325000004,2025-07-09
1911253,117266124002947,2024-07-26
1911253,117266124004257,2024-10-15
1911253,117266125000193,2025-01-15
1911253,117266125001594,2025-05-07
1911253,117266125002644,2025-07-17
1944142,110465925012367,2025-02-13
1944142,110465925015387,2025-02-20
1944142,110465925015395,2025-02-20
1944142,110465925015402,2025-02-20
1944142,110465925047484,2025-05-13
1960050,149315224018939,2024-05-13
1960050,149315224031556,2024-08-13
1960050,149315224045685,2024-11-14
1960050,149315225006782,2025-02-14
1960050,196005025000008,2025-05-15
1989400,110465924060493,2024-05-13
1989400,110465924085770,2024-08-05
1989400,110465924117903,2024-11-14
1989400,110465925011615,2025-02-12
1989400,110465925048658,2025-05-15
1989400,110465925069438,2025-07-22
1999606,108935525000006,2025-02-13
1999606,108935525000039,2025-05-09
1999606,165495424005959,2024-05-10
1999606,165495424014171,2024-11-12
1999606,165495424014172,2024-11-12
2011612,108514624002431,2024-05-13
2011612,108514624003857,2024-08-14
2011612,108514624005443,2024-11-07
2011612,108514625001679,2025-02-14
2011612,108514625003172,2025-05-15
2012090,94787124000459,2024-05-13
2012090,94787124000693,2024-08-14
2012090,94787124000897,2024-11-14
2012090,94787125000169,2025-02-14
2012090,94787125000534,2025-05-15
2022297,202229724000005,2024-08-14
2022297,202229724000055,2024-11-13
2022297,202229725000001,2025-02-14
2022297,202229725000008,2025-05-15
2022297,202229924000003,2024-05-15
2055810,184948625000009,2025-05-14
2055810,205581025000001,2025-02-14
2059323,108514625001831,2025-03-14
2059323,108514625002080,2025-04-14
2059323,108514625003151,2025-05-14
2062680,89843225000351,2025-05-15
2062680,89843225000376,2025-05-15
2062680,89843225000377,2025-05-15
2062680,89843225000378,2025-05-15
2062680,89843225000379,2025-05-15
24386,2438624000003,2024-05-10
24386,2438624000004,2024-08-02
24386,2438624000014,2024-11-08
24386,2438625000001,2025-02-07
24386,2438625000003,2025-05-02
24386,2438625000004,2025-08-04
310051,95012324004702,2024-05-14
310051,95012324007880,2024-08-12
310051,95012324010709,2024-11-08
310051,95012325001238,2025-02-07
310051,95012325004671,2025-05-12
314949,139834424009687,2024-05-15
314949,139834424014611,2024-08-14
314949,139834424020665,2024-11-13
314949,139834425002875,2025-02-14
314949,139834425009609,2025-05-15
315297,31529724000006,2024-05-15
315297,31529724000010,2024-08-12
315297,31529724000018,2024-11-14
315297,31529725000003,2025-02-14
315297,31529725000005,2025-05-12
3520,95012324005597,2024-05-15
3520,95012324008794,2024-08-14
3520,95012324011836,2024-11-14
3520,95012325002764,2025-02-14
3520,95012325005777,2025-05-16
49205,4919625000016,2025-02-12
49205,4919625000043,2025-05-14
49205,4920524000004,2024-05-03
49205,4920524000007,2024-08-08
49205,4920524000009,2024-11-06
60086,6008624000088,2024-05-06
60086,6008624000150,2024-07-29
60086,6008624000202,2024-11-14
60086,6008625000040,2025-02-14
60086,6008625000121,2025-05-15
714142,71414224000002,2024-05-28
714142,71414224000003,2024-08-26
714142,71414224000004,2024-11-18
714142,71414225000001,2025-02-13
714142,71414225000002,2025-05-05
762152,76215224000003,2024-04-18
762152,76215224000004,2024-07-26
762152,76215224000013,2024-11-04
762152,76215225000003,2025-02-06
762152,76215225000005,2025-04-30
764532,76453224000004,2024-05-14
764532,76453224000005,2024-08-13
764532,76453224000006,2024-11-14
764532,76453225000002,2025-02-13
764532,76453225000008,2025-05-14
796848,79684824000008,2024-05-06
796848,79684824000011,2024-08-09
796848,79684824000017,2024-11-13
796848,79684825000003,2025-02-11
796848,79684825000004,2025-04-28
796848,79684825000006,2025-08-01
814133,81413324000069,2024-04-18
814133,81413324000086,2024-08-14
814133,81413324000115,2024-11-14
814133,81413325000029,2025-02-13
814133,81413325000058,2025-05-15
820478,82047824000008,2024-05-13
820478,82047824000010,2024-08-05
820478,82047824000016,2024-11-01
820478,82047825000013,2025-05-28
820478,82047825000014,2025-05-28
820478,82047825000016,2025-08-04
821197,110465924059282,2024-05-09
821197,110465924086995,2024-08-08
821197,110465924113798,2024-11-04
821197,166773125000222,2025-02-07
821197,166773125000456,2025-04-21
821197,166773125000959,2025-07-25
829108,82910824000003,2024-05-13
829108,82910824000004,2024-08-14
829108,82910824000008,2024-11-12
829108,82910825000001,2025-02-12
829108,82910825000003,2025-05-13
850401,85040124000013,2024-05-10
850401,85040124000020,2024-07-19
850401,85040124000035,2024-11-19
850401,85040125000003,2025-02-04
850401,85040125000013,2025-05-07
869589,117266124002358,2024-05-15
869589,117266124003395,2024-08-14
869589,117266124004753,2024-11-14
869589,117266125000881,2025-02-14
869589,117266125001979,2025-05-15
872259,87225924000005,2024-05-10
872259,87225924000007,2024-08-07
872259,87225924000009,2024-11-12
872259,87225925000002,2025-02-06
872259,87225925000005,2025-05-14
883677,117266124002032,2024-05-07
883677,117266124002959,2024-07-29
883677,117266124004704,2024-11-13
883677,117266125000751,2025-02-13
883677,117266125002054,2025-05-15
887777,108514624002208,2024-05-03
887777,108514624003523,2024-08-06
887777,108514624005117,2024-10-24
887777,108514625000466,2025-01-24
887777,108514625002387,2025-04-28
887777,108514625004036,2025-07-22
897378,89737824000005,2024-08-02
897378,89737824000014,2024-10-28
897378,89737825000001,2025-01-30
897378,89737825000003,2025-04-11
897378,89737825000005,2025-07-16
898419,89841924000006,2024-05-14
898419,89841924000011,2024-08-07
898419,89841924000017,2024-11-13
898419,89841925000001,2025-02-13
898419,89841925000006,2025-05-13
901541,95012324005745,2024-05-16
901541,95012324008846,2024-08-15
901541,95012324011843,2024-11-14
901541,95012325002827,2025-02-14
901541,95012325005245,2025-05-14
909661,90883424000159,2024-05-24
909661,90883424000200,2024-08-14
909661,90883424000307,2024-11-14
909661,90883424000324,2024-11-14
909661,90883425000079,2025-02-14
909661,90883425000080,2025-02-14
909661,90883425000081,2025-02-14
909661,90883425000177,2025-05-15
909661,90883425000178,2025-05-15
909661,90883425000179,2025-05-15
909661,90883425000180,2025-05-15
919192,91919224000003,2024-04-23
919192,91919224000006,2024-08-12
919192,91919224000007,2024-10-30
919192,91919225000003,2025-02-04
919192,91919225000004,2025-04-25
919192,91919225000005,2025-08-04
928196,108514624002510,2024-05-15
928196,108514624003873,2024-08-14
928196,108514624005799,2024-11-14
928196,108514625001522,2025-02-14
928196,108514625003211,2025-05-15
932974,93297424000002,2024-04-23
932974,93297424000003,2024-07-17
932974,93297424000006,2024-10-25
932974,93297425000001,2025-01-28
932974,93297425000004,2025-04-24
932974,93297425000012,2025-07-30
937615,93761524000006,2024-05-02
937615,93761524000007,2024-07-19
937615,93761524000011,2024-10-24
937615,93761525000002,2025-01-17
937615,93761525000003,2025-04-30
937615,93761525000006,2025-07-31
938206,93820624000020,2024-05-15
938206,93820624000031,2024-08-15
938206,93820624000037,2024-11-14
938206,93820625000009,2025-02-14
938206,93820625000012,2025-05-15
96223,108514624002428,2024-05-13
96223,108514624003778,2024-08-13
96223,108514624005726,2024-11-14
96223,108514625001774,2025-02-27
96223,108514625002834,2025-05-08
1006378,100637824000009,2024-05-15
1006378,100637824000010,2024-08-14
1006378,100637824000013,2024-11-08
1006378,100637825000003,2025-02-11
1006378,100637825000009,2025-05-02
1007295,100729524000003,2024-04-25
1007295,100729524000004,2024-08-13
1007295,100729524000006,2024-11-01
1007295,100729525000001,2025-02-05
1007295,100729525000006,2025-04-30
1007295,100729525000007,2025-07-28
1008322,100832224000006,2024-05-09
1008322,100832224000011,2024-08-08
1008322,100832224000016,2024-11-12
1008322,100832225000003,2025-02-10
1008322,100832225000008,2025-05-09
1009232,100923224000007,2024-05-03
1009232,100923224000010,2024-08-14
1009232,100923224000014,2024-11-05
1009232,100923225000003,2025-02-06
1009232,100923225000005,2025-05-09
1009232,100923225000010,
1009254,100925425000001,2025-05-12
1009254,108514624001917,2024-04-19
1009254,108514624003423,2024-08-02
1009254,108514624005014,2024-10-18
1009254,108514625000461,2025-01-24
1009258,121390024098387,2024-11-14
1009258,121390025014236,2025-02-14
1009258,121390025044138,2025-05-15
1009258,95015924000176,2024-05-15
1009258,95015924000249,2024-08-14
1015079,104106224000092,2024-05-15
1015079,104106224000136,2024-08-19
1015079,104106224000183,2024-11-14
1015079,104106225000004,2025-02-10
1015079,104106225000115,2025-05-15
1015086,101508624000005,2024-05-15
1015086,101508624000007,2024-08-09
1015086,101508624000011,2024-11-04
1015086,101508625000004,2025-02-03
1015086,101508625000005,2025-05-13
1015308,101530824000005,2024-07-17
