cik,accession_nr,filing_date
1134283,142050625000931,2025-05-08
1134621,106299324010278,2024-05-15
1134621,106299324015016,2024-08-14
1134621,106299324019069,2024-11-14
1134621,106299325002420,2025-02-14
1134621,106299325009455,2025-05-15
1135439,114036124034317,2024-07-26
1135439,114036124044082,2024-10-24
1135439,114036125002309,2025-01-29
1135439,114036125015354,2025-04-24
1135439,114036125025564,2025-07-11
1140771,108010725000002,2025-01-31
1140771,114077124000002,2024-05-13
1140771,114077124000003,2024-07-31
1140771,114077124000009,2024-11-13
1140771,114077125000001,2025-04-30
1140771,114077125000002,2025-07-28
1141455,114145524000004,2024-04-23
1141455,114145524000005,2024-08-14
1141455,114145524000006,2024-11-12
1141455,114145525000003,2025-02-06
1141455,114145525000004,2025-05-13
1141455,114145525000005,2025-07-30
1141781,114178124000002,2024-04-29
1141781,114178124000003,2024-07-25
1141781,114178124000007,2024-10-25
1141781,114178125000001,2025-02-05
1141781,114178125000004,2025-04-29
1142031,114203124000026,2024-05-08
1142031,114203124000028,2024-08-06
1142031,114203124000031,2024-10-29
1142031,114203125000003,2025-01-27
1142031,114203125000021,2025-05-07
1142495,114249524000008,2024-05-15
1142495,114249524000010,2024-08-07
1142495,114249524000015,2024-11-08
1142495,114249525000025,2025-02-13
1142495,114249525000027,2025-05-06
11544,89914024000612,2024-05-15
11544,89914024000892,2024-08-14
11544,89914024001277,2024-11-14
11544,89914025000325,2025-02-14
11544,89914025000708,2025-05-15
1158202,142050624000989,2024-05-15
1158202,142050624001389,2024-08-13
1158202,142050624002569,2024-11-14
1158202,142050625000531,2025-02-14
1158202,142050625001104,2025-05-14
1158970,115897024000002,2024-05-06
1158970,115897024000003,2024-07-31
1158970,115897024000005,2024-10-31
1158970,115897025000001,2025-01-30
1158970,115897025000004,2025-04-25
1158970,115897025000005,2025-08-04
1161670,116167024000002,2024-04-18
1161670,116167024000003,2024-07-10
1161670,116167024000004,2024-10-23
1161670,116167025000001,2025-01-24
1161670,116167025000003,2025-04-22
1161670,116167025000004,2025-07-22
1161722,116172224000006,2024-05-01
1161722,116172224000007,2024-08-13
1161722,116172224000008,2024-11-01
1161722,116172225000003,2025-02-10
1161722,116172225000004,2025-05-05
1162870,110465924061981,2024-05-15
1162870,110465924089678,2024-08-14
1162870,110465924118914,2024-11-14
1162870,110465925014334,2025-02-14
1162870,110465925049470,2025-05-15
1163902,116390224000004,2024-04-18
1163902,116390224000005,2024-08-02
1163902,116390224000009,2024-10-30
1163902,116390225000001,2025-01-23
1163902,116390225000005,2025-05-08
1163902,116390225000007,2025-07-29
1164478,116447824000002,2024-04-29
1164478,116447824000003,2024-07-25
1164478,116447824000005,2024-10-29
1164478,116447825000001,2025-01-30
1164478,116447825000002,2025-04-28
1164478,116447825000006,2025-07-29
1164632,108514624003101,2024-07-19
1164632,108514624004667,2024-10-07
1164632,108514625000305,2025-01-17
1164632,108514625002016,2025-04-10
1164632,108514625003693,2025-07-09
1165805,108514624002391,2024-05-10
1165805,108514624003828,2024-08-14
1165805,108514624005515,2024-11-12
1165805,108514625000845,2025-02-06
1165805,108514625002745,2025-05-08
1166767,110465924019853,2024-02-13
1166767,110465924060504,2024-05-13
1166767,110465924088932,2024-08-13
1166767,110465924117697,2024-11-13
1166767,110465925012945,2025-02-13
1167212,91957424003024,2024-05-15
1167212,91957424004560,2024-08-14
1167212,91957424006457,2024-11-14
1167212,91957425001161,2025-02-14
1167212,91957425003041,2025-05-15
1167388,91957424002988,2024-05-14
1167388,91957424004682,2024-08-14
1167388,91957424006604,2024-11-14
1167388,91957425001360,2025-02-14
1167388,91957425003030,2025-05-14
1176347,117634724000002,2024-05-15
1176347,117634724000003,2024-08-13
1176347,117634724000004,2024-11-05
1176347,117634725000001,2025-02-07
1176347,117634725000003,2025-05-15
1177244,137647424000453,2024-08-14
1177244,137647424000694,2024-11-14
1177244,137647425000208,2025-02-14
1177244,137647425000464,2025-05-15
1177244,90901224000065,2024-05-15
1206792,110465924058610,2024-05-08
1206792,110465924082924,2024-07-26
1206792,110465924114608,2024-11-06
1206792,110465925010468,2025-02-07
1206792,110465925045964,2025-05-08
1211028,121102824000002,2024-02-14
1211028,121102824000004,2024-05-14
1211028,121102824000006,2024-07-25
1211028,121102824000008,2024-11-07
1211028,121102825000002,2025-02-14
1211028,121102825000003,2025-05-14
1211028,121102825000004,2025-07-23
1222993,122299324000002,2024-05-14
1222993,122299324000003,2024-08-13
1222993,122299324000006,2024-11-13
1222993,122299325000001,2025-02-14
1222993,122299325000002,2025-05-15
1224324,106299324010168,2024-05-14
1224324,106299324014911,2024-08-13
1224324,106299324018774,2024-11-12
1224324,106299325002571,2025-02-14
1224324,106299325009339,2025-05-14
1224962,101297524000315,2024-08-06
1224962,101297524000346,2024-08-16
1224962,101297524000488,2024-11-14
1224962,101297525000090,2025-02-14
1224962,101297525000242,2025-05-15
1230765,117266124001926,2024-04-23
1230765,117266124003130,2024-08-07
1230765,117266124004382,2024-10-28
1230765,117266125000449,2025-01-31
1230765,117266125001557,2025-05-01
1232621,121465924009328,2024-05-15
1232621,121465924014706,2024-08-14
1232621,121465924019100,2024-11-14
1232621,121465925002812,2025-02-14
1232621,121465925007882,2025-05-15
1238990,139834424009627,2024-05-15
1238990,139834424014600,2024-08-14
1238990,139834424020792,2024-11-14
1238990,139834425002773,2025-02-14
1238990,139834425009452,2025-05-15
1245862,139834424009307,2024-05-13
1245862,139834424014584,2024-08-14
1245862,139834424020512,2024-11-12
1245862,139834425002405,2025-02-11
1245862,139834425009589,2025-05-15
1250731,90514824001234,2024-04-30
1250731,90514824002223,2024-08-14
1250731,90514824003129,2024-11-14
1250731,90514825000639,2025-02-14
1250731,90514825001724,2025-05-15
1254890,125489024000002,2024-04-26
1254890,125489024000003,2024-08-01
1254890,125489024000004,2024-11-05
1254890,125489025000001,2025-01-30
1254890,125489025000002,2025-04-30
1254890,125489025000004,2025-07-16
1256071,108514624003735,2024-08-13
1256071,108514624005448,2024-11-08
1256071,108514625000949,2025-02-11
1256071,108514625003294,2025-05-15
1256071,108514625003979,2025-07-21
1259313,110465924061893,2024-05-15
1259313,110465924089646,2024-08-14
1259313,110465924118844,2024-11-14
1259313,110465925014229,2025-02-14
1259313,110465925049525,2025-05-15
1259671,125967124000007,2024-04-16
1259671,125967124000008,2024-07-11
1259671,125967124000011,2024-10-15
1259671,125967125000002,2025-01-31
1259671,125967125000004,2025-05-12
1259671,125967125000006,2025-07-30
1265131,110465924061896,2024-05-15
1265131,110465924089648,2024-08-14
1265131,110465924118931,2024-11-14
1265131,110465925014121,2025-02-14
1265131,110465925049466,2025-05-15
1265905,117266125000609,2025-02-10
1265905,117266125002180,2025-05-15
1265905,117266125002843,2025-08-01
1276460,127646024000004,2024-07-08
1276460,127646024000005,2024-10-10
1276460,127646025000001,2025-01-07
1276460,127646025000005,2025-04-09
1276460,127646025000006,2025-07-10
1277303,95012324003557,2024-04-26
1277303,95012324007059,2024-08-02
1277303,95012324010352,2024-11-05
1277303,95012325001359,2025-02-10
1277303,95012325004260,2025-05-08
1277303,95012325006904,2025-08-01
1278387,91957424003060,2024-05-15
1278387,91957424004545,2024-08-14
1278387,91957424006537,2024-11-14
1278387,91957425001263,2025-02-14
1278387,91957425003088,2025-05-15
1278678,127867824000003,2024-04-26
1278678,127867824000004,2024-07-29
1278678,127867824000009,2024-10-28
1278678,127867825000003,2025-01-24
1278678,127867825000006,2025-04-29
1278678,127867825000007,2025-07-28
1278951,108514624002675,2024-05-28
1278951,108514624003927,2024-08-14
1278951,108514624005793,2024-11-14
1278951,108514625001474,2025-02-14
1278951,108514625003138,2025-05-14
1279627,117266124001575,2024-02-14
1279627,117266124002387,2024-05-15
1279627,117266124003443,2024-08-14
1279627,117266124004761,2024-11-14
1279627,117266125000924,2025-02-14
1280043,108514624002265,2024-05-06
1280043,108514624003630,2024-08-09
1280043,108514624005408,2024-11-07
1280043,108514625001020,2025-02-12
1280043,108514625003029,2025-05-13
1281084,89914024000610,2024-05-15
1281084,89914024000891,2024-08-14
1281084,89914024001276,2024-11-14
1281084,89914025000318,2025-02-14
1281084,89914025000704,2025-05-15
1290162,95012324005532,2024-05-15
1290162,95012324008706,2024-08-14
1290162,95012324011715,2024-11-14
1290162,95012325002585,2025-02-14
1290162,95012325005738,2025-05-15
1291422,129142224000001,2024-07-30
1291422,129142224000011,2024-10-24
1291422,129142225000003,2025-02-05
1291422,129142225000004,2025-04-22
1291422,129142225000010,2025-07-16
1299939,95012324005065,2024-05-14
1299939,95012324008206,2024-08-13
1299939,95012324011251,2024-11-13
1299939,95012325002025,2025-02-13
1299939,95012325005221,2025-05-14
1301396,130139624000006,2024-05-02
1301396,130139624000007,2024-08-09
1301396,130139624000010,2024-11-14
1301396,130139625000002,2025-02-11
1301396,130139625000003,2025-05-05
1301912,117266124002206,2024-05-13
1301912,117266124003445,2024-08-14
1301912,117266124004459,2024-11-04
1301912,117266125000621,2025-02-10
1301912,117266125001897,2025-05-14
1305473,89914024000567,2024-05-13
1305473,89914024000869,2024-08-13
1305473,89914024001236,2024-11-14
1305473,89914025000303,2025-02-14
1305473,89914025000665,2025-05-15
1305707,108514624002370,2024-05-09
1305707,108514624003723,2024-08-12
1305707,108514624005520,2024-11-12
1305707,108514625000966,2025-02-11
1305707,108514625002835,2025-05-08
1308016,108514624002215,2024-05-06
1308016,108514624003619,2024-08-09
1308016,108514624005469,2024-11-08
1308016,108514625000843,2025-02-06
1308016,108514625002562,2025-05-02
1308685,130868524000005,2024-05-02
1308685,130868524000007,2024-08-02
1308685,130868524000009,2024-11-04
1308685,130868525000004,2025-02-04
1308685,130868525000007,2025-05-02
1308685,130868525000009,2025-07-25
1309148,130914824000007,2024-05-08
1309148,130914824000009,2024-07-25
1309148,130914824000032,2024-10-28
1309148,130914825000002,2025-02-10
1309148,130914825000005,2025-04-25
1309148,130914825000009,
1310658,131065824000002,2024-05-09
1310658,131065824000003,2024-08-06
1310658,131065824000004,2024-10-21
1310658,131065825000001,2025-01-28
1310658,131065825000002,2025-04-23
1310658,131065825000003,2025-08-04
1310929,131092924000007,2024-04-24
1310929,131092924000008,2024-07-24
1310929,131092924000009,2024-10-11
1310929,131092925000001,2025-01-24
1310929,131092925000003,2025-04-16
1313294,117266124002308,2024-05-14
1313294,117266124003128,2024-08-07
1313294,117266124004484,2024-11-06
1313294,117266125000505,2025-02-05
1313294,117266125001697,2025-05-12
1313294,117266125002865,2025-08-04
1313792,139834424009070,2024-05-09
1313792,139834424013997,2024-08-07
1313792,139834424020440,2024-11-12
1313792,139834425002339,2025-02-10
1313792,139834425008646,2025-05-05
1313893,131389324000002,2024-05-09
1313893,131389324000003,2024-07-30
1313893,131389324000005,2024-10-21
1313893,131389325000001,2025-02-05
1313893,131389325000003,2025-06-16
1315339,131533924000004,2024-07-03
1315339,131533924000005,2024-10-01
1315339,131533925000001,2025-01-02
1315339,131533925000002,2025-04-01
1315339,131533925000005,2025-07-02
1315785,195175724000710,2024-08-09
1315785,195175724001121,2024-10-24
1315785,195175725000141,2025-01-29
1315785,195175725000454,2025-04-25
1315785,195175725000875,2025-07-16
1315828,106299324010302,2024-05-15
1315828,106299324014963,2024-08-13
1315828,106299324018809,2024-11-12
1315828,106299325002278,2025-02-13
1315828,106299325009497,2025-05-15
1315828,106299325013308,2025-07-31
1316580,131658024000004,2024-05-15
1316580,131658024000006,2024-08-14
1316580,131658024000010,2024-11-15
1316580,131658025000002,2025-02-14
1316580,131658025000003,2025-05-15
1316926,114496924000004,2024-07-26
1316926,114496924000011,2024-11-13
1316926,114496925000001,2025-01-29
1316926,114496925000004,2025-05-14
1316926,114496925000005,2025-07-21
1317195,108514624002625,2024-05-15
1317195,108514624004010,2024-08-14
1317195,108514624005923,2024-11-14
1317195,108514625001651,2025-02-14
1317195,108514625003352,2025-05-15
1317348,131734824000002,2024-05-01
1317348,131734824000003,2024-08-14
1317348,131734824000004,2024-11-13
1317348,131734825000001,2025-02-07
1317348,131734825000002,2025-05-14
1318103,89016321000042,2021-08-17
1318103,89016324000016,2024-08-19
1318103,89016324000018,2024-11-15
1318103,89016325000002,2025-02-10
1318103,89016325000005,2025-05-13
1318601,110465924080112,2024-07-16
1318601,110465924119213,2024-11-14
1318601,110465925003310,2025-01-14
1318601,110465925035816,2025-04-17
1318601,110465925067711,2025-07-14
1319691,131969124000003,2024-05-15
1319691,131969124000005,2024-08-14
1319691,131969124000007,2024-11-04
1319691,131969125000001,2025-02-13
1319691,131969125000004,2025-05-15
1320168,110465924062071,2024-05-15
1320168,110465924089743,2024-08-14
1320168,110465924119240,2024-11-14
1320168,110465925011376,2025-02-11
1320168,110465925049586,2025-05-15
1321220,139834424009620,2024-05-15
1321220,139834424014596,2024-08-14
1321220,139834424020718,2024-11-14
1321220,139834425002771,2025-02-14
1321220,139834425009458,2025-05-15
1323276,108514624002243,2024-05-06
1323276,108514624003368,2024-07-31
1323276,108514624005517,2024-11-12
1323276,108514625000796,2025-02-05
1323276,108514625002283,2025-04-23
1323414,95012324003534,2024-04-26
1323414,95012324007271,2024-08-07
1323414,95012324009944,2024-10-28
1323414,95012325001125,2025-02-07
1323414,95012325003805,2025-04-29
1323414,95012325006766,2025-07-30
1323953,132395324000009,2024-05-14
1323953,132395324000011,2024-08-13
1323953,132395324000017,2024-11-13
1323953,132395325000003,2025-02-13
1323953,132395325000010,2025-05-14
1327055,106299324010160,2024-05-14
1327055,106299324015172,2024-08-15
1327055,106299324019085,2024-11-14
1327055,106299325002281,2025-02-13
1327055,106299325009327,2025-05-14
1328062,132806224000004,2024-04-29
1328062,132806224000006,2024-08-12
1328062,132806224000009,2024-11-13
1328062,132806225000002,2025-02-06
1328062,132806225000003,2025-04-30
1328785,117266124002293,2024-05-14
1328785,117266124003317,2024-08-13
1328785,117266124004590,2024-11-12
1328785,117266125000828,2025-02-13
1328785,117266125001893,2025-05-14
1329375,108514624003145,2024-07-22
1329375,108514624005025,2024-10-21
1329375,108514625000352,2025-01-21
1329375,108514625002315,2025-04-24
1329375,108514625003787,2025-07-14
1332342,142050624000718,2024-05-08
1332342,142050624001374,2024-08-13
1332342,142050624002280,2024-11-12
1332342,142050625000345,2025-02-13
1332342,142050625000913,2025-05-07
1332784,95012324005499,2024-05-15
1332784,95012324008771,2024-08-14
1332784,95012324011838,2024-11-14
1332784,95012325002743,2025-02-14
1332784,95012325005745,2025-05-15
1335851,108514624002331,2024-05-09
1335851,108514624003557,2024-08-08
1335851,108514624005212,2024-10-29
1335851,108514625000680,2025-02-03
1335851,108514625002217,2025-04-22
1335851,108514625004438,2025-08-01
1337150,149315224019414,2024-05-15
1337150,149315224031852,2024-08-14
1337150,149315224045279,2024-11-14
1337150,149315225006760,2025-02-14
1337150,164117225010491,2025-05-15
1337263,133726324000002,2024-04-16
1337263,133726324000008,2024-08-02
1337263,133726324000009,2024-11-15
1337263,133726325000001,2025-01-24
1337263,133726325000005,2025-06-02
1342396,106299324008475,2024-04-17
1342396,106299324014330,2024-08-02
1342396,106299324018843,2024-11-12
1342396,106299325001925,2025-02-10
1342396,106299325009067,2025-05-12
1342857,106299324014461,2024-08-06
1342857,106299324018117,2024-10-30
1342857,106299325001923,2025-02-10
1342857,106299325007620,2025-04-17
1342857,106299325012875,2025-07-15
1349654,108514624002272,2024-05-07
1349654,108514624003381,2024-08-01
1349654,108514624005376,2024-11-05
1349654,108514625001371,2025-02-14
1349654,108514625002611,2025-05-06
1350290,110465924061786,2024-05-15
1350290,110465924089663,2024-08-14
1350290,110465924118686,2024-11-14
1350290,110465925012988,2025-02-13
1350290,110465925049320,2025-05-15
1350585,135058524000005,2024-05-09
1350585,135058524000008,2024-07-31
1350585,135058524000010,2024-10-22
1350585,135058525000002,2025-01-30
1350585,135058525000004,2025-04-22
1350585,135058525000006,2025-07-29
1350660,139834424007481,2024-04-23
1350660,139834424014104,2024-08-08
1350660,139834424020182,2024-11-07
1350660,139834425002272,2025-02-10
1350660,139834425008201,2025-04-30
1350660,139834425014160,2025-07-30
1352260,117266125001620,2025-05-08
1352260,117266125002422,2025-05-20
1352260,117266125002860,2025-08-04
1352467,135246724000003,2024-05-14
1352467,135246724000004,2024-08-05
1352467,135246724000007,2024-11-13
1352467,135246725000001,2025-02-07
1352467,135246725000004,2025-05-14
1352547,135254724000004,2024-07-12
1352547,135254724000005,2024-10-07
1352547,135254725000002,2025-01-08
1352547,135254725000004,2025-04-04
1352547,135254725000005,2025-07-08
1352675,135267524000003,2024-07-15
1352675,135267524000005,2024-10-07
1352675,135267525000001,2025-01-07
1352675,135267525000002,2025-04-14
1352675,135267525000003,2025-07-07
1352895,110465924058494,2024-05-08
1352895,110465924086277,2024-08-06
1352895,110465924112229,2024-10-29
1352895,110465925014225,2025-02-14
1352895,110465925043302,2025-05-01
1352895,110465925073443,2025-08-04
1353570,114036124025377,2024-05-10
1353570,114036124036968,2024-08-13
1353570,114036124046087,2024-11-12
1353570,114036125003669,2025-02-10
1353570,114036125018894,2025-05-14
1353651,95012324003885,2024-05-06
1353651,95012324006840,2024-07-26
1353651,95012324010913,2024-11-12
1353651,95012325002813,2025-02-14
1353651,95012325004686,2025-05-13
1353651,95012325006604,2025-07-25
1354739,117266124001233,2024-02-14
1354739,117266124002269,2024-05-14
1354739,117266124003307,2024-08-13
1354739,117266124005341,2024-11-15
1354739,117266125001093,2025-02-14
1356249,135624924000005,2024-05-08
1356249,135624924000007,2024-09-09
1356249,135624924000008,2024-11-12
1356249,142050625000306,2025-02-12
1356249,142050625000826,2025-04-29
1356513,135651324000003,2024-05-14
1356513,135651324000004,2024-08-09
1356513,135651324000006,2024-11-12
1356513,135651325000001,2025-02-11
1356513,135651325000004,2025-05-13
1357867,135786724000003,2024-04-08
1357867,135786724000004,2024-07-26
1357867,135786724000006,2024-10-08
1357867,135786725000003,2025-02-14
1357867,135786725000004,2025-05-13
1357867,135786725000005,2025-07-22
1358253,91957424003203,2024-05-15
1358253,91957424004751,2024-08-14
1358253,91957424006748,2024-11-14
1358253,91957425001532,2025-02-14
1358253,91957425003257,2025-05-15
1360710,110465924059961,2024-05-10
1360710,110465924088940,2024-08-13
1360710,110465924117382,2024-11-13
1360710,110465925011459,2025-02-11
1360710,110465925047065,2025-05-12
1362033,136203324000004,2024-05-03
1362033,136203324000005,2024-08-15
1362033,136203324000011,2024-11-05
1362033,136203325000005,2025-02-07
1362033,136203325000006,2025-05-08
1362033,136203325000007,2025-07-22
1365341,90266424003609,2024-05-15
1365341,90266424005130,2024-08-14
1365341,90266424006593,2024-11-14
1365341,90266425001000,2025-02-14
1365341,90266425002367,2025-05-15
1368465,95012324004403,2024-05-10
1368465,95012324008175,2024-08-13
1368465,95012324010909,2024-11-12
1368465,95012325001530,2025-02-11
1368465,95012325004414,2025-05-09
1369702,136970224000007,2024-07-25
1369702,136970224000014,2024-10-25
1369702,136970225000003,2025-01-17
1369702,136970225000006,2025-04-23
1369702,136970225000008,2025-07-18
1381296,138129624000002,2024-05-13
1381296,138129624000003,2024-08-13
1381296,138129624000004,2024-11-14
1381296,138129625000001,2025-02-14
1381296,138129625000002,2025-05-15
1384042,106299324009802,2024-05-09
1384042,106299324014550,2024-08-07
1384042,106299324018838,2024-11-12
1384042,106299325001820,2025-02-07
1384042,106299325009319,2025-05-14
1386928,121465924009347,2024-05-15
1386928,121465924014731,2024-08-14
1386928,121465924019191,2024-11-14
1386928,121465925002887,2025-02-14
1386928,121465925007898,2025-05-15
1386935,138693524000002,2024-04-16
1386935,138693524000005,2024-08-14
1386935,138693524000007,2024-11-14
1386935,138693525000001,2025-02-14
1386935,138693525000002,2025-05-15
1387508,94562124000432,2024-05-15
1387508,94562124000670,2024-08-14
1387508,94562124000950,2024-11-14
1387508,94562125000189,2025-02-14
1387508,94562125000489,2025-05-15
1388325,95012324005208,2024-05-15
1388325,95012324008900,2024-08-20
1388325,95012324009887,2024-10-24
1388325,95012325002801,2025-02-14
1388325,95012325005753,2025-05-15
1388409,138840924000003,2024-05-06
1388409,195175724000613,2024-08-02
1388409,195175724001017,2024-10-11
1388409,195175725000086,2025-01-21
1388409,195175725000471,2025-04-29
1388409,195175725000991,2025-07-29
1389059,108514624002081,2024-04-26
1389059,108514624003281,2024-07-26
1389059,108514624005051,2024-10-22
1389059,108514625000522,2025-01-28
1389059,108514625002370,2025-04-28
1389059,108514625004476,2025-08-04
1389256,138925624000014,2024-05-10
1389256,138925624000016,2024-07-31
1389256,138925624000023,2024-11-05
1389256,138925625000005,2025-03-17
1389256,138925625000009,2025-05-09
1389256,158179425000005,2025-02-10
1394866,108514625001026,2025-02-12
1394866,108514625002286,2025-04-23
1394866,108514625004021,2025-07-22
1394866,139834424009215,2024-05-13
1394866,139834424014433,2024-08-13
1394866,139834424020423,2024-11-12
1395055,114036124021619,2024-04-24
1395055,114036124034593,2024-07-29
1395055,114036124044615,2024-10-30
1395055,114036125002693,2025-01-31
1395055,114036125016719,2025-05-01
1395055,114036125027574,2025-07-28
1396835,139683524000007,2024-05-09
1396835,139683524000010,2024-08-09
1396835,139683524000012,2024-11-08
1396835,139683525000002,2025-02-07
1396835,139683525000007,2025-05-08
1401561,114036124021940,2024-04-25
1401561,114036124036325,2024-08-08
1401561,114036124044067,2024-10-24
1401561,114036125002077,2025-01-27
1401561,114036125014991,2025-04-23
1401561,114036125028706,
1404574,108514624002615,2024-05-15
1404574,108514624003975,2024-08-14
1404574,108514624005894,2024-11-14
1404574,108514625001511,2025-02-14
1404574,108514625003184,2025-05-15
1404652,106299324010387,2024-05-16
1404652,106299324014177,2024-07-30
1404652,140465224000003,2024-11-04
1404652,140465225000001,2025-02-13
1404652,140465225000002,2025-04-24
1409362,140936224000002,2024-04-12
1409362,140936224000004,2024-07-16
1409362,140936224000005,2024-10-15
1409362,140936225000001,2025-01-13
1409362,140936225000002,2025-04-07
1409362,140936225000004,2025-07-14
1409751,95012324005628,2024-05-15
1409751,95012324008779,2024-08-14
1409751,95012324011833,2024-11-14
1409751,95012325002788,2025-02-14
1409751,95012325005732,2025-05-15
1415201,141520124000002,2024-05-03
1415201,141520124000005,2024-08-21
1415201,141520124000007,2024-10-16
1415201,141520125000002,2025-02-06
1415201,141520125000003,2025-05-08
1415201,141520125000004,2025-07-25
1419999,121465924008897,2024-05-13
1419999,121465924013579,2024-08-02
1419999,121465924018788,2024-11-13
1419999,121465925002650,2025-02-14
1419999,121465925006715,2025-04-30
1423673,142367324000002,2024-05-09
1423673,142367324000003,2024-08-08
1423673,142367324000004,2024-11-12
1423673,142367325000001,2025-02-13
1423673,142367325000002,2025-05-13
1423686,108514624002592,2024-05-15
1423686,108514624003845,2024-08-14
1423686,108514624005779,2024-11-14
1423686,108514625001649,2025-02-14
1423686,108514625003231,2025-05-15
1424177,117266124002183,2024-05-13
1424177,117266124002974,2024-07-30
1424177,117266124004212,2024-10-10
1424177,117266125000385,2025-01-28
1424177,117266125001512,2025-04-18
1424177,117266125002792,2025-07-30
1424381,117266124002367,2024-05-15
1424381,117266124003389,2024-08-14
1424381,117266124004765,2024-11-14
1424381,117266125000910,2025-02-14
1424381,117266125002040,2025-05-15
1424717,142471724000005,2024-05-09
1424717,142471724000007,2024-08-12
1424717,142471724000009,2024-10-30
1424717,142471725000003,2025-02-05
1424717,142471725000006,2025-05-08
1425738,110465924062013,2024-05-15
1425738,110465924089642,2024-08-14
1425738,110465924118934,2024-11-14
1425738,110465925014154,2025-02-14
1425738,110465925049578,2025-05-15
1426327,142632724000002,2024-05-09
1426327,142632724000005,2024-08-08
1426327,142632724000007,2024-11-08
1426327,142632725000002,2025-02-07
1426327,142632725000007,2025-05-12
1426449,142644924000006,
1426449,142644924000009,
1426449,142644925000002,
1426449,142644925000010,
1426449,142644925000013,
1426486,142648624000003,2024-05-10
1426486,142648624000004,2024-08-14
1426486,142648624000007,2024-11-14
1426486,142648625000002,2025-02-14
1426486,142648625000004,2025-05-15
1426771,139834424007309,2024-04-18
1426771,139834424012911,2024-07-22
1426771,139834424019923,2024-11-04
1426771,139834425001375,2025-01-29
1426771,139834425008404,2025-05-01
1426771,139834425014063,2025-07-29
1426859,142685924000007,2024-08-08
1426859,142685924000010,2024-11-08
1426859,142685925000002,2025-02-07
1426859,142685925000005,2025-05-09
1426859,142685925000007,2025-07-16
1427514,142751424000003,2024-05-15
1427514,142751424000007,2024-08-27
1427514,142751424000008,2024-11-13
1427514,142751425000001,2025-02-06
1427514,142751425000004,2025-05-15
1432539,143253924000003,2024-05-07
1432539,143253924000005,2024-08-12
1432539,143253924000009,2024-11-14
1432539,143253925000001,2025-02-11
1432539,143253925000006,2025-05-23
1432539,143253925000007,2025-08-01
1433541,117266124001848,2024-04-15
1433541,117266124002767,2024-07-15
1433541,117266124004292,2024-10-17
1433541,117266125000232,2025-01-16
1433541,117266125001518,2025-04-21
1433541,117266125002762,2025-07-29
1434997,143499724000002,2024-05-15
1434997,143499724000003,2024-08-07
1434997,143499724000006,2024-11-14
1434997,143499725000001,2025-02-14
1434997,143499725000002,2025-05-15
1436866,117266124002178,2024-05-13
1436866,117266124003150,2024-08-08
1436866,117266124005162,2024-11-14
1436866,117266125000817,2025-02-13
1436866,117266125002385,2025-05-15
1438848,117266124002228,2024-05-13
1438848,117266124002924,2024-07-26
1438848,117266124004323,2024-10-22
1438848,117266125000446,2025-01-31
1438848,117266125001528,2025-04-22
1438848,117266125002866,2025-08-04
1439805,143980524000004,2024-05-13
1439805,143980524000005,2024-08-09
1439805,143980524000006,2024-10-29
1439805,143980525000001,2025-02-10
1439805,143980525000005,2025-05-12
1441888,144188824000003,2024-04-18
1441888,144188824000004,2024-07-24
1441888,144188824000007,2024-10-24
1441888,144188825000001,2025-01-21
1441888,144188825000002,2025-05-02
1441888,144188825000004,2025-07-30
1442756,108514625003307,2025-05-15
1442756,110465924061155,2024-05-14
1442756,110465924089590,2024-08-14
1442756,110465924119211,2024-11-14
1442756,110465925014169,2025-02-14
1443077,106299324009296,2024-05-03
1443077,106299324014172,2024-07-30
1443077,106299324018061,2024-10-29
1443077,106299325001919,2025-02-10
1443077,106299325007750,2025-04-22
1443095,144309524000003,2024-04-09
1443095,144309524000004,2024-10-24
1443095,144309525000001,2025-01-27
1443095,144309525000003,2025-04-08
1443095,144309525000007,2025-07-25
1443095,184278724000004,2024-07-17
1443689,144368924000005,2024-05-14
1443689,144368924000012,2024-08-20
1443689,144368924000016,2024-11-13
1443689,144368925000003,2025-02-13
1443689,144368925000009,2025-05-14
1444043,165495424006308,2024-05-15
1444043,165495424010537,2024-08-14
1444043,165495424014364,2024-11-14
1444043,165495425001508,2025-02-14
1444043,165495425005756,2025-05-15
1444949,144494925000002,2025-02-14
1444949,144494925000003,2025-05-14
1445891,106299324001929,2024-02-05
1445891,106299324008539,2024-04-18
1445891,106299324014046,2024-07-24
1445891,106299324017890,2024-10-23
1445891,106299325001116,2025-01-27
1445911,144591124000003,2024-05-15
1445911,144591124000005,2024-08-14
1445911,144591124000007,2024-11-14
1445911,144591125000018,2025-02-14
1445911,144591125000020,2025-05-14
1447228,142050624002277,2024-11-12
1447228,144722824000013,2024-05-15
1447228,144722824000014,2024-08-14
1447228,194104025000114,2025-02-11
1447228,194104025000318,2025-05-16
1447578,139834424009710,2024-05-15
1447578,139834424014693,2024-08-14
1447578,139834424022624,2024-12-03
1447578,139834425002911,2025-02-14
1447578,139834425009645,2025-05-15
1452208,110465924076783,2024-07-01
1452208,110465924105158,2024-10-02
1452208,110465925000190,2025-01-02
1452208,110465925030456,2025-04-01
1452208,110465925064829,2025-07-01
1452689,93583624000396,2024-05-15
1452689,93583624000520,2024-08-14
1452689,93583624000681,2024-11-14
1452689,93583625000165,2025-02-14
1452689,93583625000349,2025-05-15
1452765,145276524000010,2024-05-15
