ticker,year,quarter,outstanding_shares,quarter_end_price
PI,2024,Q1,27712953,128.41
PI,2024,Q2,28116027,156.77
PI,2024,Q3,28288561,216.52
PI,2024,Q4,28538125,145.26
PI,2025,Q1,28978803,90.7
PI,2025,Q2,29089692,111.07
PI,2025,Q3,30109132,180.75
PI,2025,Q4,30231686,174.01
PII,2024,Q1,56513522,100.12
PII,2024,Q2,55748032,78.31
PII,2024,Q3,55770308,83.24
PII,2024,Q4,56099881,57.62
PII,2025,Q1,56197770,40.94
PII,2025,Q2,56224642,40.65
PII,2025,Q3,56248333,58.13
PII,2025,Q4,56690669,63.25
PII,2026,Q1,56886167,54.5
PIII,2024,Q1,119620285,1.03
PIII,2024,Q2,161762058,0.45
PIII,2024,Q3,162863298,0.39
PIII,2024,Q4,163159548,0.22
PIII,2025,Q1,163404650,0.16
PIII,2025,Q2,3268218,
PIII,2025,Q3,3286465,
PIII,2025,Q4,3294290,
PINC,2024,Q1,104820281,22.1
PINC,2024,Q2,100187927,18.67
PINC,2024,Q3,96108595,20.0
PINC,2024,Q4,91307397,21.2
PINC,2025,Q1,82342435,19.28
PINC,2025,Q2,82544385,21.93
PINC,2025,Q3,82684147,27.8
PINE,2025,Q3,14164662,14.17
PINE,2025,Q4,15088574,16.72
PINE,2026,Q1,16524709,
PINS,2024,Q1,599347750,34.67
PINS,2024,Q2,603566773,44.07
PINS,2024,Q3,593243901,32.37
PINS,2024,Q4,595091038,29.0
PINS,2025,Q1,594233850,31.0
PINS,2025,Q2,599264132,35.86
PINS,2025,Q3,595837793,32.17
PINS,2025,Q4,585458698,25.89
PIPR,2024,Q1,17699038,198.49
PIPR,2024,Q2,17697079,230.17
PIPR,2024,Q3,17779518,283.81
PIPR,2024,Q4,17730430,299.95
PIPR,2025,Q1,17756738,247.66
PIPR,2025,Q2,17690540,277.94
PIPR,2025,Q3,17689597,346.99
PIPR,2025,Q4,17822435,339.71
PJT,2024,Q1,23985363,94.26
PJT,2024,Q2,23794120,107.91
PJT,2024,Q3,23701945,133.34
PJT,2024,Q4,23297894,157.81
PJT,2025,Q1,24430628,137.88
PJT,2025,Q2,24304975,165.01
PJT,2025,Q3,24307171,177.73
PJT,2025,Q4,24174370,167.2
PK,2024,Q1,210597557,17.49
PK,2024,Q2,208917256,14.98
PK,2024,Q3,206404619,14.1
PK,2024,Q4,202044929,14.07
PK,2025,Q1,199892323,10.68
PK,2025,Q2,199913496,10.23
PK,2025,Q3,199898278,11.08
PK,2025,Q4,201398439,10.46
PKBK,2025,Q3,11595553,21.55
PKBK,2025,Q4,11842596,25.04
PKE,2023,Q4,20253361,14.7
PKE,2024,Q2,20253361,13.68
PKE,2024,Q3,19961792,13.03
PKE,2024,Q4,19925243,14.65
PKE,2025,Q1,19850713,13.45
PKE,2025,Q2,19855838,14.77
PKE,2025,Q3,19905823,20.34
PKE,2025,Q4,19925798,21.34
PKG,2024,Q1,89797979000,189.78
PKG,2024,Q2,89811810,182.56
PKG,2024,Q3,89804942,215.4
PKG,2024,Q4,89801225,225.13
PKG,2025,Q1,89980004,198.02
PKG,2025,Q2,89978783,188.45
PKG,2025,Q3,89977067,217.93
PKG,2025,Q4,89213394000,206.23
PKOH,2025,Q3,14404207,21.24
PKOH,2025,Q4,14399130,20.94
PKST,2024,Q2,36375743,10.6
PKST,2024,Q3,36382251,13.63
PKST,2024,Q4,36755389,11.07
PKST,2025,Q1,36772845,12.6
PKST,2025,Q2,36790867,13.21
PKST,2025,Q3,36790867,13.12
PKST,2025,Q4,37180295,14.35
PKX,2024,Q3,303840000,69.99
PKX,2024,Q4,302483008,43.36
PKX,2025,Q1,302483008,47.53
PKX,2025,Q3,303510000,49.21
PKX,2025,Q4,302661088,53.21
PL,2024,Q2,269614188,1.86
PL,2024,Q3,272318817,2.23
PL,2024,Q4,275551243,4.04
PL,2025,Q1,281093438,3.38
PL,2025,Q2,282273344,6.1
PL,2025,Q3,286765417,12.98
PL,2025,Q4,292507135,19.72
PL,2026,Q1,322655231,27.95
PLAB,2024,Q1,63353714,28.32
PLAB,2024,Q2,63356950,24.67
PLAB,2024,Q3,63353762,24.76
PLAB,2024,Q4,63335388,23.56
PLAB,2025,Q1,63561709,20.76
PLAB,2025,Q2,60150512,18.83
PLAB,2025,Q3,59004625,22.95
PLAB,2025,Q4,59064641,32.0
PLAB,2026,Q1,58966394,40.41
PLAG,2025,Q3,9382714,
PLAG,2025,Q4,14232714,
PLAY,2023,Q4,62720000,53.85
PLAY,2024,Q2,63150000,39.81
PLAY,2024,Q3,63150000,34.05
PLAY,2024,Q4,63160000,29.19
PLAY,2025,Q1,63160000,17.57
PLAY,2025,Q2,34576047,30.08
PLAY,2025,Q3,34666565,18.16
PLAY,2025,Q4,34680265,16.21
PLAY,2026,Q1,34739405,
PLBC,2025,Q3,6955514,43.14
PLBC,2025,Q4,6978988,44.69
PLBY,2025,Q3,107757372,1.47
PLBY,2025,Q4,114859723,1.88
PLCE,2025,Q1,22036982,8.74
PLCE,2025,Q4,22167889,3.98
PLCE,2026,Q1,22211880,
PLD,2024,Q1,925844000,130.22
PLD,2024,Q2,925911000,112.31
PLD,2024,Q3,926175000,126.28
PLD,2024,Q4,926860000,105.7
PLD,2025,Q1,927926000,111.79
PLD,2025,Q2,928063000,105.12
PLD,2025,Q3,928867000,114.52
PLD,2025,Q4,929559000,127.66
PLL,2024,Q1,19369394,13.32
PLL,2024,Q2,19371416,9.98
PLL,2024,Q3,19437632,8.93
PLL,2024,Q4,21943521,8.74
PLL,2025,Q1,21946069,6.3
PLL,2025,Q2,21946069,5.82
PLMK,2024,Q4,18492875,
PLMK,2025,Q1,18492875,10.04
PLMK,2025,Q3,24240000,10.32
PLMKU,2025,Q3,18492875,
PLMKU,2025,Q4,18492875,
PLMR,2024,Q2,25010856,81.15
PLMR,2024,Q3,26465867,94.67
PLMR,2024,Q4,26677622,105.59
PLMR,2025,Q1,26742141,137.08
PLMR,2025,Q2,26783465,154.25
PLMR,2025,Q3,26501692,116.75
PLMR,2025,Q4,26689745,134.76
PLNT,2024,Q1,87528804,62.63
PLNT,2024,Q2,84578839,73.59
PLNT,2024,Q3,84180623,81.22
PLNT,2024,Q4,84330138,98.87
PLNT,2025,Q1,83851176,96.61
PLNT,2025,Q2,83917428,109.05
PLNT,2025,Q3,82983165,103.8
PLNT,2025,Q4,79697889,108.47
PLOW,2024,Q2,23094047,23.4
PLOW,2024,Q3,23094047,27.58
PLOW,2024,Q4,23094047,23.63
PLOW,2025,Q1,23209426,23.23
PLOW,2025,Q2,23040878,29.47
PLOW,2025,Q3,23040878,31.26
PLOW,2025,Q4,23084814,32.65
PLPC,2025,Q3,4901871,196.15
PLPC,2025,Q4,4896855,206.71
PLRX,2024,Q2,60801425,10.75
PLRX,2024,Q3,60853623,11.21
PLRX,2024,Q4,61236291,13.17
PLRX,2025,Q1,61386278,1.35
PLRX,2025,Q2,61388154,1.16
PLRX,2025,Q3,61449385,1.48
PLRX,2025,Q4,61914664,1.22
PLRZ,2025,Q4,1608266,
PLSE,2025,Q3,67767578,17.7
PLSE,2025,Q4,67989078,13.73
PLTK,2024,Q1,371128120,7.05
PLTK,2024,Q2,371978224,7.87
PLTK,2024,Q3,372713159,7.92
PLTK,2024,Q4,375320819,6.94
PLTK,2025,Q1,375216675,5.17
PLTK,2025,Q2,375796974,4.73
PLTK,2025,Q3,376055827,3.89
PLTK,2025,Q4,379334306,3.95
PLTR,2024,Q1,2130337481,23.01
PLTR,2024,Q2,2142323448,25.33
PLTR,2024,Q3,2180654456,37.2
PLTR,2024,Q4,2248950826,75.63
PLTR,2025,Q1,2262906259,84.4
PLTR,2025,Q2,2274261581,136.32
PLTR,2025,Q3,2284334012,182.42
PLTR,2025,Q4,2291470751,177.75
PLUG,2024,Q1,742559081,3.44
PLUG,2024,Q2,879636025,2.33
PLUG,2024,Q3,911196936,2.26
PLUG,2024,Q4,925178088,2.13
PLUG,2025,Q1,1078344508,1.35
PLUG,2025,Q2,1154840742,1.49
PLUG,2025,Q3,1391427242,2.33
PLUG,2025,Q4,1393955129,1.97
PLUR,2025,Q2,8155948,
PLUR,2025,Q4,10050743,
PLUS,2023,Q4,26954906,79.84
PLUS,2024,Q1,26951935,78.54
PLUS,2024,Q2,26865929,73.68
PLUS,2024,Q3,26802972,98.34
PLUS,2024,Q4,26616420,73.88
PLUS,2025,Q1,26526783,61.03
PLUS,2025,Q2,26625574,72.1
PLUS,2025,Q3,26438876,71.01
PLUS,2025,Q4,26392561,87.7
PLX,2025,Q3,80421181,2.22
PLX,2025,Q4,80571642,1.8
PLXS,2024,Q1,27387783,94.82
PLXS,2024,Q2,27226184,103.18
PLXS,2024,Q3,27092389,136.71
PLXS,2024,Q4,27040158,156.48
PLXS,2025,Q1,27089961,128.13
PLXS,2025,Q2,26986726,135.31
PLXS,2025,Q3,26774415,144.69
PLXS,2025,Q4,26774417,147.0
PLXS,2026,Q1,26786466,202.54
PLYA,2024,Q1,135040042,9.7
PLYA,2024,Q2,130960095,8.39
PLYA,2024,Q3,124554587,7.75
PLYA,2024,Q4,121554617,12.65
PLYA,2025,Q1,122988198,
PLYM,2024,Q1,45382076,22.5
PLYM,2024,Q2,45396286,21.38
PLYM,2024,Q3,45389186,22.6
PLYM,2024,Q4,45550898,17.8
PLYM,2025,Q1,45547898,16.3
PLYM,2025,Q2,44553789,16.06
PLYM,2025,Q3,44551164,22.33
PM,2024,Q1,1554556966,91.62
PM,2024,Q2,1554801534,101.33
PM,2024,Q3,1554833410,121.4
PM,2024,Q4,1554857221,120.35
PM,2025,Q1,1556517182,158.73
PM,2025,Q2,1556589337,182.13
PM,2025,Q3,1556638749,162.2
PM,2025,Q4,1556679579,160.4
PM,2026,Q1,1558558846,165.34
PMCB,2025,Q2,6795779,1.09
PMCB,2025,Q4,10134160,0.72
PMCB,2026,Q1,10735649,
PMN,2025,Q3,53811110,0.43
PMN,2025,Q4,8967693,
PMNT,2025,Q1,31083694,
PMNT,2025,Q4,46871000,
PMT,2024,Q1,86845447,14.68
PMT,2024,Q2,86860960,13.75
PMT,2024,Q3,86860960,14.26
PMT,2024,Q4,86860960,12.59
PMT,2025,Q1,87010608,14.65
PMT,2025,Q2,87016604,12.86
PMT,2025,Q3,87016604,12.26
PMT,2025,Q4,87016604,12.55
PMTRU,2025,Q3,24788000,10.29
PMTRU,2025,Q4,24788000,10.6
PMTS,2025,Q3,11387538,15.14
PMTS,2025,Q4,11460436,14.68
PMVP,2024,Q2,51519751,1.62
PMVP,2024,Q3,51747130,1.49
PMVP,2024,Q4,51933604,1.51
PMVP,2025,Q1,51952680,1.09
PMVP,2025,Q2,52990864,1.06
PMVP,2025,Q3,53211507,1.4
PMVP,2025,Q4,53329392,1.25
PNBK,2025,Q3,114991017,1.3
PNBK,2025,Q4,117085713,1.82
PNC,2024,Q1,397907180,161.6
PNC,2024,Q2,397496265,155.48
PNC,2024,Q3,396783428,184.85
PNC,2024,Q4,395749583,192.85
PNC,2025,Q1,395567009,175.77
PNC,2025,Q2,393807382,186.42
PNC,2025,Q3,392158451,200.93
PNC,2025,Q4,403370923,208.73
PNFP,2024,Q1,77221891,85.88
PNFP,2024,Q2,77235869,80.04
PNFP,2024,Q3,77245150,97.97
PNFP,2024,Q4,77366731,114.39
PNFP,2025,Q1,77556096,106.04
PNFP,2025,Q2,77563948,110.41
PNFP,2025,Q3,77575457,93.79
PNNT,2024,Q1,65224500,6.88
PNNT,2024,Q2,65296094,7.55
PNNT,2024,Q3,65296094,6.99
PNNT,2024,Q4,65296094,7.08
PNNT,2025,Q1,65296094,7.03
PNNT,2025,Q2,65296094,6.84
PNNT,2025,Q3,65296094,6.71
PNNT,2025,Q4,65296094,5.96
PNR,2024,Q1,166024623,85.44
PNR,2024,Q2,165497736,76.67
PNR,2024,Q3,165231158,97.79
PNR,2024,Q4,164817183,100.64
PNR,2025,Q1,164526997,87.48
PNR,2025,Q2,163931255,102.66
PNR,2025,Q3,163641880,110.76
PNR,2025,Q4,163235706,104.14
PNR,2026,Q1,161605541,87.11
PNRG,2025,Q3,1635000,167.03
PNRG,2025,Q4,1632500,171.0
PNTG,2024,Q2,30206741,23.19
PNTG,2024,Q3,34348369,35.7
PNTG,2024,Q4,34429989,26.52
PNTG,2025,Q1,34468981,25.15
PNTG,2025,Q2,34561986,29.85
PNTG,2025,Q3,34593720,25.22
PNTG,2025,Q4,34663118,28.15
PNW,2024,Q1,113558885,74.73
PNW,2024,Q2,113611506,76.38
PNW,2024,Q3,113699820,88.59
PNW,2024,Q4,119099064,84.77
PNW,2025,Q1,119399009,95.25
PNW,2025,Q2,119427244,89.47
PNW,2025,Q3,119690399,89.66
PNW,2025,Q4,120905390,88.7
POAI,2025,Q3,3393516,
POAI,2025,Q4,5539267,
POCI,2025,Q2,7714701,
POCI,2025,Q4,7720229,4.19
PODC,2025,Q1,26316972,
PODC,2025,Q4,27160115,
PODD,2024,Q1,70039511,171.4
PODD,2024,Q2,70115482,201.8
PODD,2024,Q3,70144775,232.75
PODD,2024,Q4,70226104,261.07
PODD,2025,Q1,70374923,262.61
PODD,2025,Q2,70392535,314.18
PODD,2025,Q3,70346898,308.73
PODD,2025,Q4,70395848,284.24
POET,2025,Q4,132290739,6.33
POLA,2025,Q3,2658676,
POLA,2025,Q4,2677659,
POLE,2024,Q3,23760000,
POLE,2024,Q4,23760000,9.99
POLE,2025,Q1,23760000,10.13
POLE,2025,Q3,29510000,10.46
POLEU,2025,Q3,23760000,
POLEU,2025,Q4,23760000,
POOL,2024,Q1,38328780,403.5
POOL,2024,Q2,38257928,307.33
POOL,2024,Q3,38055527,376.8
POOL,2024,Q4,37630465,340.94
POOL,2025,Q1,37594914,318.35
POOL,2025,Q2,37318008,291.48
POOL,2025,Q3,37249484,310.07
POOL,2025,Q4,36787820,228.75
POOL,2026,Q1,36443003,202.33
POR,2024,Q1,103031278,42.0
POR,2024,Q2,103066683,43.24
POR,2024,Q3,105455590,47.9
POR,2024,Q4,109347586,43.62
POR,2025,Q1,109514333,44.6
POR,2025,Q2,109562368,40.63
POR,2025,Q3,112488952,44.0
POR,2025,Q4,115561705,47.99
POST,2024,Q1,60585877,106.28
POST,2024,Q2,58427526,104.16
POST,2024,Q3,58453277,115.75
POST,2024,Q4,56481848,114.46
POST,2025,Q1,55718597,116.36
POST,2025,Q2,54320124,109.03
POST,2025,Q3,52154798,107.48
POST,2025,Q4,47956718,99.05
POWI,2024,Q1,56763897,71.55
POWI,2024,Q2,56829496,70.19
POWI,2024,Q3,56864621,64.12
POWI,2024,Q4,56933000,61.7
POWI,2025,Q1,56290323,50.5
POWI,2025,Q2,56095582,55.9
POWI,2025,Q3,55336162,40.21
POWI,2025,Q4,55504000,35.54
POWL,2024,Q1,11987838,142.3
POWL,2024,Q2,11987838,143.4
POWL,2024,Q3,12018448,221.99
POWL,2024,Q4,12064723,221.65
POWL,2025,Q3,12092083,304.81
POWL,2025,Q4,12142283,318.78
POWW,2023,Q4,118660984,2.1
POWW,2024,Q1,119181067,2.75
POWW,2024,Q2,118756733,1.68
POWW,2024,Q3,116203091,1.43
POWW,2024,Q4,116507843,1.1
POWW,2025,Q1,116814159,1.38
POWW,2025,Q4,117288722,1.71
PPBI,2024,Q1,96431504,24.0
PPBI,2024,Q2,96424809,22.97
PPBI,2024,Q3,96440625,25.16
PPBI,2024,Q4,96437779,24.92
PPBI,2025,Q1,97058541,21.32
PPBI,2025,Q2,96991440,21.09
PPBT,2025,Q4,1858911801,0.66
PPC,2024,Q1,262084000,34.32
PPC,2024,Q2,262084000,38.49
PPC,2024,Q3,262263000,46.05
PPC,2024,Q4,262263000,45.39
PPC,2025,Q1,262521000,54.51
PPC,2025,Q2,237547447,44.98
PPC,2025,Q3,237547447,40.72
PPC,2025,Q4,237547447,38.99
PPG,2024,Q1,234500000,144.9
PPG,2024,Q2,233300000,125.89
PPG,2024,Q3,233300000,132.46
PPG,2024,Q4,226953559,119.45
PPG,2025,Q1,226975008,109.35
PPG,2025,Q2,225700000,113.75
PPG,2025,Q3,224400000,105.11
PPG,2025,Q4,223494714,102.46
PPIH,2025,Q1,7982568,12.43
PPIH,2025,Q4,8094045,30.36
PPIH,2026,Q1,8123273,
PPL,2024,Q1,737740859,27.53
PPL,2024,Q2,737773304,27.65
PPL,2024,Q3,737970005,33.08
PPL,2024,Q4,738294081,32.46
PPL,2025,Q1,738294016,36.11
PPL,2025,Q2,739515243,33.89
PPL,2025,Q3,739739177,37.16
PPL,2025,Q4,751306792,35.02
PPSI,2025,Q3,11095266,4.32
PPSI,2025,Q4,11095266,
PPTA,2024,Q2,64595447,5.2
PPTA,2024,Q3,66726710,9.35
PPTA,2024,Q4,71254636,10.67
PPTA,2025,Q1,71543442,10.69
PPTA,2025,Q2,107569862,12.14
PPTA,2025,Q3,121872682,20.23
PPTA,2025,Q4,124949691,24.21
PR,2024,Q1,769949894,17.66
PR,2024,Q2,802536888,16.15
PR,2024,Q3,803364251,13.61
PR,2024,Q4,703899117,14.38
PR,2025,Q1,799869518,13.85
PR,2025,Q2,701276121,13.62
PR,2025,Q3,744064408,12.8
PR,2025,Q4,812013436,14.03
PRA,2024,Q2,51156383,12.22
PRA,2024,Q3,51156303,15.04
PRA,2024,Q4,51156821,15.91
PRA,2025,Q1,51292333,23.35
PRA,2025,Q2,51413643,22.83
PRA,2025,Q3,51413643,23.99
PRA,2025,Q4,51413643,24.16
PRAA,2024,Q2,39417253,19.66
PRAA,2024,Q3,39426698,22.36
PRAA,2024,Q4,39509560,20.89
PRAA,2025,Q1,39658699,20.62
PRAA,2025,Q2,39073697,14.75
PRAA,2025,Q3,39015442,15.44
PRAA,2025,Q4,38453344,17.69
PRAX,2024,Q2,17757069,41.36
PRAX,2024,Q3,18637777,57.54
PRAX,2024,Q4,20163250,76.96
PRAX,2025,Q1,20368982,37.87
PRAX,2025,Q2,21045781,42.05
PRAX,2025,Q3,25007171,53.0
PRAX,2025,Q4,27850833,294.74
PRCH,2024,Q1,99186767,4.31
PRCH,2024,Q2,118772251,1.51
PRCH,2024,Q3,119543583,1.53
PRCH,2024,Q4,120063981,4.92
PRCH,2025,Q1,121537469,7.29
PRCH,2025,Q2,122581095,11.79
PRCH,2025,Q3,123683561,16.78
PRCH,2025,Q4,124461898,9.13
PRCH,2026,Q1,127715478,
PRCT,2024,Q1,51424151,49.42
PRCT,2024,Q2,51932262,61.09
PRCT,2024,Q3,52183184,80.12
PRCT,2024,Q4,54818700,80.52
PRCT,2025,Q1,55328668,58.26
PRCT,2025,Q2,55635941,57.6
PRCT,2025,Q3,55878589,35.69
PRCT,2025,Q4,56390196,31.46
PRDO,2024,Q2,65673430,21.42
PRDO,2024,Q3,65716357,22.24
PRDO,2024,Q4,65914275,26.47
PRDO,2025,Q1,65536259,25.18
PRDO,2025,Q2,64953379,32.69
PRDO,2025,Q3,64322476,37.66
PRDO,2025,Q4,62478373,29.33
PRG,2024,Q1,82079000,34.44
PRG,2024,Q2,82079000,34.68
PRG,2024,Q3,82079000,48.49
PRG,2024,Q4,82079000,42.26
PRG,2025,Q1,82079000,26.6
PRG,2025,Q2,39543750,29.35
PRG,2025,Q3,39545593,32.36
PRG,2025,Q4,39575810,29.49
PRGO,2024,Q1,136320433,32.19
PRGO,2024,Q2,136415418,25.68
PRGO,2024,Q3,136427804,26.23
PRGO,2024,Q4,136458620,25.71
PRGO,2025,Q1,137477306,28.04
PRGO,2025,Q2,137582814,26.72
PRGO,2025,Q3,137624009,22.27
PRGO,2025,Q4,137649352,13.92
PRGS,2024,Q1,43218086,53.31
PRGS,2024,Q2,42776452,54.26
PRGS,2024,Q3,42905025,67.37
PRGS,2024,Q4,43369671,65.15
PRGS,2025,Q1,43025995,51.51
PRGS,2025,Q2,43108347,63.84
PRGS,2025,Q3,42907573,43.93
PRGS,2025,Q4,42113648,42.96
PRGS,2026,Q1,42078610,25.65
PRI,2024,Q1,34411172,252.96
PRI,2024,Q2,33827541,236.58
PRI,2024,Q3,33371400,265.15
PRI,2024,Q4,33250713,271.42
PRI,2025,Q1,32859086,284.53
PRI,2025,Q2,32391333,273.67
PRI,2025,Q3,31916058,277.59
PRI,2025,Q4,31659906,258.36
PRIM,2024,Q1,53640127,42.57
PRIM,2024,Q2,53672740,49.89
PRIM,2024,Q3,53713084,58.08
PRIM,2024,Q4,53747628,76.4
PRIM,2025,Q1,54001988,57.41
PRIM,2025,Q2,54012786,77.94
PRIM,2025,Q3,54032351,137.33
PRIM,2025,Q4,54056502,124.14
PRK,2024,Q3,16158982,167.98
PRK,2025,Q3,16078262,162.53
PRK,2025,Q4,18066393,152.18
PRKS,2024,Q2,57951580,54.31
PRKS,2024,Q3,55003510,50.6
PRKS,2024,Q4,55029034,56.19
PRKS,2025,Q1,54974409,45.46
PRKS,2025,Q2,55013897,47.15
PRKS,2025,Q3,54550611,51.7
PRKS,2025,Q4,48626293,36.3
PRLB,2024,Q1,25316070,35.75
PRLB,2024,Q2,25147616,30.89
PRLB,2024,Q3,24510076,29.37
PRLB,2024,Q4,24233196,39.09
PRLB,2025,Q1,23770640,35.04
PRLB,2025,Q2,23874757,40.04
PRLB,2025,Q3,23678745,50.03
PRLB,2025,Q4,23775160,50.59
PRLD,2024,Q2,55024470,3.81
PRLD,2024,Q3,55035170,2.07
PRLD,2024,Q4,55154634,1.27
PRLD,2025,Q1,56460481,0.77
PRLD,2025,Q2,56600345,0.81
PRLD,2025,Q3,62865270,1.44
PRLD,2025,Q4,63002248,2.9
PRM,2024,Q2,145221178,7.83
PRM,2024,Q3,146227972,13.45
PRM,2024,Q4,149664037,12.78
PRM,2025,Q1,147728765,10.07
PRM,2025,Q2,146452138,13.92
PRM,2025,Q3,147923716,22.39
PRM,2025,Q4,149440060,27.53
PRMB,2024,Q3,314797024,25.25
PRMB,2024,Q4,380115732,30.77
PRMB,2025,Q1,376422929,35.49
PRMB,2025,Q2,373337220,29.62
PRMB,2025,Q3,370616043,22.1
PRMB,2025,Q4,363940940,16.35
PRME,2024,Q2,120030813,5.14
PRME,2024,Q3,131160842,3.87
PRME,2024,Q4,131160842,2.92
PRME,2025,Q1,131294454,1.99
PRME,2025,Q2,134573998,2.47
PRME,2025,Q3,180510658,5.54
PRME,2025,Q4,180552179,3.47
PRO,2024,Q1,47004361,36.33
PRO,2024,Q2,47206310,28.65
PRO,2024,Q3,47305965,18.52
PRO,2024,Q4,47567581,21.96
PRO,2025,Q1,47852469,19.03
PRO,2025,Q2,48106454,15.66
PRO,2025,Q3,48297780,22.91
PROF,2025,Q3,30193592,4.89
PROF,2025,Q4,36293640,7.87
PROK,2024,Q2,126051383,2.46
PROK,2024,Q3,127968243,1.92
PROK,2024,Q4,129536121,1.69
PROK,2025,Q1,129536121,0.88
PROK,2025,Q2,134993530,0.59
PROK,2025,Q3,141545448,2.42
PROK,2025,Q4,141942905,2.24
PROP,2025,Q3,59646610,1.98
PROP,2025,Q4,76574223,1.69
PROV,2025,Q2,6577038,15.5
PROV,2025,Q4,6375020,15.91
PRPH,2025,Q3,46179017,0.46
PRPL,2024,Q1,107480396,1.74
PRPL,2024,Q2,107502899,1.04
PRPL,2024,Q3,107518566,0.99
PRPL,2024,Q4,107545493,0.78
PRPL,2025,Q1,108221494,0.76
PRPL,2025,Q2,108243946,0.73
PRPL,2025,Q3,108245876,0.93
PRPL,2025,Q4,108633907,0.69
PRPL,2026,Q1,108825636,
PRPO,2025,Q3,1752007,
PRPO,2025,Q4,1783682,
PRQR,2025,Q4,105361064,2.02
PRSO,2025,Q3,8924662,1.25
PRSO,2025,Q4,12572499,
PRSU,2024,Q2,21164473,34.0
PRSU,2024,Q3,21201906,35.83
PRSU,2024,Q4,28149602,42.51
PRSU,2025,Q1,28255866,35.39
PRSU,2025,Q2,28274671,28.83
PRSU,2025,Q3,28283264,36.18
PRSU,2025,Q4,28019423,33.68
PRTA,2024,Q2,53780345,20.64
PRTA,2024,Q3,53808732,16.73
PRTA,2024,Q4,53826982,13.85
PRTA,2025,Q1,53826982,12.38
PRTA,2025,Q2,53829982,6.07
PRTA,2025,Q3,53829982,9.76
PRTA,2025,Q4,53832982,9.55
PRTH,2025,Q3,81871568,6.87
PRTH,2025,Q4,82285361,5.45
PRTS,2024,Q1,56697911,1.62
PRTS,2024,Q2,57289985,1.0
PRTS,2024,Q3,57399643,0.91
PRTS,2024,Q4,58295060,1.08
PRTS,2025,Q1,58478458,1.0
PRTS,2025,Q2,58963297,0.74
PRTS,2025,Q3,69663752,0.71
PRTS,2026,Q1,70477662,
PRU,2024,Q1,359000000,117.4
PRU,2024,Q2,357000000,117.19
PRU,2024,Q3,356000000,121.1
PRU,2024,Q4,354000000,118.53
PRU,2025,Q1,354000000,111.68
PRU,2025,Q2,352000000,107.44
PRU,2025,Q3,350000000,103.74
PRU,2025,Q4,348000000,112.88
PRVA,2024,Q1,119317806,19.59
PRVA,2024,Q2,119564972,17.38
PRVA,2024,Q3,120001355,18.21
PRVA,2024,Q4,120513183,19.55
PRVA,2025,Q1,121919510,22.45
PRVA,2025,Q2,122729925,23.0
PRVA,2025,Q3,123001529,24.9
PRVA,2025,Q4,123688289,23.71
PRZO,2025,Q4,19666030,
PSA,2024,Q1,175724665,290.06
PSA,2024,Q2,175018425,287.65
PSA,2024,Q3,175108651,363.87
PSA,2024,Q4,175415530,299.44
PSA,2025,Q1,175431344,299.29
PSA,2025,Q2,175452848,293.42
PSA,2025,Q3,175463014,288.85
PSA,2025,Q4,175506447,259.5
PSA,2026,Q1,175545748,270.88
PSBD,2025,Q3,31599372,12.27
PSBD,2025,Q4,31199167,12.19
PSEC,2024,Q1,416150886,5.52
PSEC,2024,Q2,424846963,5.53
PSEC,2024,Q3,433560728,5.35
PSEC,2024,Q4,438851578,4.31
PSEC,2025,Q1,447344378,4.1
PSEC,2025,Q2,462343452,3.18
PSEC,2025,Q3,470910990,2.75
PSEC,2025,Q4,482489809,2.59
PSFE,2024,Q3,60714500,22.43
PSFE,2024,Q4,60773000,17.1
PSFE,2025,Q1,59888300,15.69
PSFE,2025,Q3,59890000,12.92
PSFE,2025,Q4,51676354,8.09
PSIX,2025,Q3,23040930,98.22
PSIX,2025,Q4,23050450,57.14
PSMT,2024,Q1,32579000,84.0
PSMT,2024,Q2,32563000,81.2
PSMT,2024,Q3,32571000,91.78
PSMT,2024,Q4,32634000,92.17
PSMT,2025,Q1,32690000,87.85
PSMT,2025,Q2,30753891,105.04
PSMT,2025,Q3,30888771,121.19
PSMT,2025,Q4,30815417,122.67
PSMT,2026,Q1,30895879,150.5
PSN,2024,Q1,146747745,82.95
PSN,2024,Q2,106185132,81.81
PSN,2024,Q3,106189949,103.68
PSN,2024,Q4,106777126,92.25
PSN,2025,Q1,106874985,59.21
PSN,2025,Q2,106793835,71.77
PSN,2025,Q3,106488582,82.92
PSN,2025,Q4,105831019,61.8
PSNL,2024,Q1,51938839,1.49
PSNL,2024,Q2,53074698,1.17
PSNL,2024,Q3,70648084,5.38
PSNL,2024,Q4,88263269,5.78
PSNL,2025,Q1,88325138,3.51
PSNL,2025,Q2,88677062,6.56
PSNL,2025,Q3,88804348,6.52
PSNL,2025,Q4,104631832,7.96
PSO,2025,Q4,635814880,14.04
PSQH,2025,Q3,43025227,1.91
PSQH,2025,Q4,46492639,1.03
PSTG,2023,Q4,315972820,35.66
PSTG,2024,Q1,319523000,51.99
PSTG,2024,Q2,325234458,64.21
PSTG,2024,Q3,327691894,50.24
PSTG,2024,Q4,326236972,61.43
PSTG,2025,Q1,326022514,44.27
PSTG,2025,Q2,326831678,57.58
PSTG,2025,Q3,328636590,83.81
PSTG,2025,Q4,330171649,67.01
PSTG,2026,Q1,330353000,59.04
PSTL,2024,Q2,23033326,13.33
